CAS,SMILES,Experimental value
112426-66-1,O=C(NN(C(=O)c1cccc(c1)C(F)(F)F)C(C)(C)C)c2ccccc2,3.61
112426-67-2,O=C(NN(C(=O)c1ccccc1C(F)(F)F)C(C)(C)C)c2ccccc2,2.85
112426-69-4,N#Cc1cccc(c1)C(=O)N(NC(=O)c2ccccc2)C(C)(C)C,2.34
112426-71-8,O=C(NN(C(=O)c1c(cccc1Cl)Cl)C(C)(C)C)c2ccccc2,2.56
112426-76-3,O=C(NN(C(=O)c1cccc(c1Cl)Cl)C(C)(C)C)c2ccccc2,3.41
112426-79-6,O=C(NN(C(=O)c1cc(cc(c1)C)C)C(C)(C)C)c2ccccc2,3.39
112426-81-0,O=C(NN(C(=O)c1cccc(c1C)Cl)C(C)(C)C)c2ccccc2,3.57
112426-98-9,O=C(NN(C(=O)c1ccccc1Cl)C(C)(C)C)c2ccc(cc2)C,3.15
112427-09-5,O=C(NN(C(=O)c1cccc(c1)Br)C(C)(C)C)c2ccccc2,3.49
112427-40-4,O=C(NN(C(=O)c1cccc(c1)I)C(C)(C)C)c2ccccc2,3.72
112427-41-5,O=C(NN(C(=O)c1ccccc1CC)C(C)(C)C)c2ccccc2,2.96
112427-66-4,O=C(NN(C(=O)c1ccc(OC)c(OC)c1)C(C)(C)C)c2ccccc2,2.09
112427-73-3,O=C(NN(C(=O)c1ccc(cc1)I)C(C)(C)C)c2ccccc2,3.78
112473-77-5,O=C(Oc1ccccc1)C(CC)C(C)C,4.2
112473-78-6,O=C(OCc1ccccc1)C(OCC)C(C)C,3.29
112740-61-1,O=C(C=NO)CSC,1.21
112830-95-2,Oc1cc(cc2OC(C)(C)C3CC=C(CO)CC3(c12))C(C)(C)CCCCCC,7.44
112904-74-2,Oc2cccc1c2(OCC(N(CCC)CCC)C1),3.3
112941-26-1,O=C(OC)c1ccccc1CS(=O)(=O)N,0.37
112960-12-0,Oc1ccc2OCC3N(CCOC3(c2(c1)))CCC,1.97
113024-34-3,O=S(=O)(Nc1c(F)cccc1(F))c2nc(n(n2)c3ccccc3)CC,3.7
113024-75-2,O=S(=O)(Nc1c(ccc(c1Cl)C)Cl)c2nc(n(n2)c3ccccc3)C,4.4
113270-69-2,n1cccc2nc([nH]c12)c3ccc(cc3)CC,3.42
113270-70-5,n1cccc2nc([nH]c12)c3ccc(cc3)C(C)(C)C,4.82
113464-17-8,O(c1ccc(cc1)Cl)c2cc(c(c(c2Cl)Cl)Cl)Cl,6.61
113588-95-7,O=C(Nc1nnn[nH]1)c2c(OC(C)C)c(c(C)s2)Br,1.72
113588-97-9,O=C(Nc1nnn[nH]1)c2c(OC(C)C)c(c(Br)s2)Br,1.85
113589-05-2,O=C(Nc1nnn[nH]1)c2c(OC(C)C)c(c(OC)s2)Br,1.35
113589-14-3,O=C(Nc1nnn[nH]1)c2c(OC(C)C)c(c(n2C)Br)Br,2.52
113916-37-3,O=C(N)NS(=O)(=O)c1cnccc1,-0.65
113932-77-7,O=C(OCCCC)Nc1ccc(OCC)c(OCC)c1,3.46
113932-78-8,O=C(OC1CCCC1)Nc2ccc(OCC)c(OCC)c2,3.33
113932-79-9,O=C(OC)Nc1ccccc1(OCC),2.43
113932-80-2,O=C(OC)Nc1ccccc1C(F)(F)F,2.09
113932-81-3,O=C(OC)Nc1cccc(c1)I,3.03
113932-82-4,O=C(OC)Nc1cccc(c1)CC,2.74
113932-83-5,O=C(OC)Nc1cccc(OCC)c1,2.31
113932-84-6,O=C(OC)Nc1ccc(cc1)CCCC,3.69
114012-04-3,N#Cc1cccc(c1(OP(OC)(OC)=S))Cl,3.58
114260-32-1,O=C(OCC(=O)N(C)C)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N,1.18
114260-70-7,O=C(O)CSC1=NS(=O)(=O)c2ccc(cc2(N1))Cl,0.82
114260-71-8,O=C(O)CSC1=NS(=O)(=O)c2cc(ccc2(N1))Cl,0.72
114260-72-9,O=C(O)CSC1=NS(=O)(=O)c2cc(cc(c2(N1))Cl)Cl,1.09
114260-73-0,O=C(O)CSC1=NS(=O)(=O)c2ccc(c(c2(N1))Cl)Cl,1.1
114260-74-1,O=C(O)CSC1=NS(=O)(=O)c2cc(ccc2(N1))Br,0.92
114260-75-2,O=C(O)CSC1=NS(=O)(=O)c2cc(cc(c2(N1))Br)Br,1.16
114260-76-3,O=C(O)CSC1=NS(=O)(=O)c2ccc(cc2(N1))C,0.7
114260-77-4,O=C(O)CSC1=NS(=O)(=O)c2ccc(OC)cc2(N1),0.37
114260-78-5,O=C(O)CSC1=NS(=O)(=O)c2ccc(cc2(N1))C(F)(F)F,1.62
114282-93-8,O=C(O)CSC1=NS(=O)(=O)c2ccccc2(N1),0.18
114298-20-3,O=C3N(C(=O)C4C2C=CC(C1C=CC12)C34)CCCCN6CCN(c5ncccn5)CC6,1.79
114311-32-9,O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))COC,0.73
114369-43-6,N#CC(c1ccccc1)(Cn2ncnc2)CCc3ccc(cc3)Cl,3.23
114525-06-3,FC(F)(F)CC(C)CO,1.39
114593-85-0,O=C(OCC(=O)C3(O)(CCC2C4CCC1=CC(=O)CCC1(C)C4(C(O)CC23(C))))CCC(=O)N,1.43
114593-87-2,O=C(OCC(=O)C3(O)(CCC2C4CCC1=CC(=O)CCC1(C)C4(C(O)CC23(C))))CCCCCC(=O)N,2.3
114593-88-3,O=C(OCC(=O)C3(O)(CCC2C4CCC1=CC(=O)CCC1(C)C4(C(O)CC23(C))))CCCCCO,2.79
114665-08-6,O=C(OCC(=O)N(C)C)c1ccccc1(O),1.21
114665-09-7,O=C(OCC(=O)N(C)CCO)c1ccccc1(O),0.86
114753-51-4,Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)CCCCCC,6.68
114753-52-5,[N-]=[N+]=NC1CC(OC1(CO))n3cnc2c(nc(nc23)N)N,0.24
114753-53-6,FC1CC(OC1(CO))n3cnc2c(nc(nc23)N)N,0.05
114841-65-5,c1ccc(cc1)CC2=C(C)SSC2=S,3.78
114895-04-4,N#CN=[N+]([O-])c1cccc(F)c1,1.85
114895-07-7,N#CN=[N+]([O-])c1ccc(F)cc1,1.8
114895-11-3,N#CN=[N+]([O-])c1ccc(cc1)C(F)(F)F,2.47
114912-51-5,N#CN=[N+]([O-])c1cccc(c1)C(F)(F)F,2.52
114912-52-6,N#CN=[N+]([O-])c1cccc(C#N)c1,1.15
114912-53-7,N#CN=[N+]([O-])c1ccc(C#N)cc1,1.18
114991-36-5,O=C(C=CC=1C(=O)NC(=O)NC=1C)NC(CO)CS(=O)CSCCC,-0.67
115054-71-2,O=C(N)C(n2nnc1ccccc12)C,0.35
115054-74-5,O=C(OCC)C(n2nnc1ccccc12)CCCC,3.32
115054-75-6,O=C(N)C(n2nnc1ccccc12)CC,0.88
115054-76-7,O=C(N)C(n1nc2ccccc2(n1))CC,1.25
115054-77-8,O=C(N)C(n2nnc1ccccc12)(C)C,0.76
115054-78-9,O=C(OCC)C(n2nnc1ccccc12)CC,2.34
115054-79-0,O=C(OCC)C(n2nnc1ccccc12)(C)C,2.6
115054-80-3,O=C(OCC)C(n1nc2ccccc2(n1))CC,2.88
115054-81-4,O=C(N)C(n2nnc1ccccc12)CCCC,1.88
115054-82-5,O=C(OCC)C(n1nc2ccccc2(n1))CCC,3.38
115054-83-6,O=C(N)C(n1nc2ccccc2(n1))CCC,1.75
115054-85-8,O=C(N)C(n1nc2ccccc2(n1))(C)C,1.16
115054-86-9,O=C(OCC)C(n2nnc1ccccc12)CCC,2.82
115054-87-0,O=C(OCC)C(n1nc2ccccc2(n1))CCCC,3.88
115054-88-1,O=C(N)C(n1nc2ccccc2(n1))C,0.86
115054-89-2,O=C(N)C(n2nnc1ccccc12)CCC,1.38
115054-90-5,O=C(N)C(n1nc2ccccc2(n1))CCCC,2.28
115054-91-6,O=C(O)CCC(n2nnc1ccccc12)C,0.15
115054-92-7,O=C(OCC)CCC(n2nnc1ccccc12)C,2.64
115054-94-9,O=C(N)CC(n1nc2ccccc2(n1))C,1
115054-96-1,O=C(O)CCC(n1nc2ccccc2(n1))C,0.69
115054-97-2,O=C(N)CCC(n1nc2ccccc2(n1))C,1.35
115174-03-3,[O-][n+]1onc(N)c1C,-0.17
115178-63-7,O=C(OCC(=O)N(CC(O)C)CC(O)C)c1ccccc1,0.66
115178-64-8,O=C(OCC(=O)N(CCOC)CCOC)c1ccccc1,1.28
115178-66-0,O=C(OCC(=O)N1CCC1)c2ccccc2,1.2
115178-68-2,O=C(OCC(=O)N1CCCCCC1)c2ccccc2,2.3
115178-69-3,O=C(OCC(=O)N1CCCCC1CC)c2ccccc2,2.62
115178-70-6,O=C(OCC(=O)N1C(C)CCCC1C)c2ccccc2,2.9
115178-71-7,O=C(OCC(=O)N1CCC(O)CC1)c2ccccc2,0.63
115178-74-0,O=C(OCC(=O)N1CCC1(C(=O)O))c2ccccc2,0.79
115178-75-1,O=C(OCC(=O)N1CCCC1(C(=O)O))c2ccccc2,1.02
115178-76-2,O=C(OCC(=O)N1CCCC1(C(=O)OC))c2ccccc2,1.42
115178-77-3,O=C(OCCC(=O)N(C)C)c1ccccc1,1.28
115178-78-4,O=C(OCCCC(=O)N(C)C)c1ccccc1,1.86
115178-79-5,O=C(OC(C(=O)N(CC)CC)C)c1ccccc1,2.3
115178-80-8,O=C(OCC(=O)N(C(=O)C)C)c1ccccc1,1.58
115193-27-6,O=C(OCC(=O)NC(C)C)c1ccccc1,1.73
115193-28-7,O=C(OCC(=O)NCCCC)c1ccccc1,2.36
115193-29-8,O=C(OCC(=O)NCCCCCC)c1ccccc1,2.81
115193-30-1,O=C(OCC(=O)NC(C(=O)N)C)c1ccccc1,0.42
115193-31-2,O=C(OCC(=O)NC(CO)(CO)CO)c1ccccc1,0.25
115193-32-3,O=C(OCC(=O)N(C)CC)c1ccccc1,1.27
115193-33-4,O=C(OCC(=O)N(CC(C)C)CC(C)C)c1ccccc1,3.8
115201-41-7,Fc1ccc(cc1)Cn2ncnc2,1.1
115201-42-8,n1cnn(c1)Cc2ccc(OC)cc2,1.1
115201-43-9,n1cnn(c1)Cc2ccc(cc2)CCCC,2.81
115201-44-0,FC(F)(F)c1cccc(c1)Cn2ncnc2,1.74
115201-45-1,n1cnn(c1)Cc2ccc(c(c2)Cl)Cl,2.54
115249-86-0,O=C1NC(=O)N(C=C1Br)C2OC(CO)C(F)C2,-0.04
115583-15-8,n1c3cc(ccc3([nH]c1Cc2ccc(cc2)Cl))Cl,5.18
115656-32-1,O=C(NCCOC)COc2ccc(OCCNCC(O)COc1ccccc1)cc2,1.7
115787-59-2,O=C3N=C(N)Nc1c3([nH]c(N)c1Cc2ccsc2),1.08
115812-51-6,O=C3N=C(N)Nc1c3([nH]c(N)c1Cc2cccs2),1.01
115864-73-8,O=C1C=CN(C(=C1(O))CC)C,-0.2
115864-74-9,O=C1C=CN(C(=C1(O))CC)CCC,0.7
116005-01-7,Oc3cccc1c3(OCC2N(CCOC12)CCC),1.93
116005-03-9,Oc1ccc2OCCC(c2(c1))N(CCC)CCC,3.17
116005-04-0,Oc1ccc2OCC(N(CCC)CCC)Cc2(c1),3.19
116167-27-2,O=C(O)C1CC(=O)N(CCCCCC)C1,1.6
116255-48-2,n1cnn(c1)CC2(OCC(C2)Br)(c3ccc(cc3Cl)Cl),3.24
116383-78-9,O=C(OC)c1c([nH]c(c1(C(=O)OC))C)c2ncccc2Cl,1.51
116383-80-3,O=C(OC)c1c([nH]c(c1(C(=O)OC))C)c2ncc(cc2)Cl,2.7
116383-85-8,O=C(OC)c1c([nH]c(c1(C(=O)OC))C)c2nccc(c2)Cl,2.63
116407-52-4,O=C1C(O)=CC=CN1CCCC,1.18
116482-56-5,O=C(OCC(=O)N(CC)CC)c1ccccc1(OC(=O)C),1.16
116482-75-8,O=C(OCC(=O)N(CCC)CCC)c1ccccc1(OC(=O)C),2.09
116482-76-9,O=C(OCC(=O)N(C(C)C)C(C)C)c1ccccc1(OC(=O)C),2.03
116482-77-0,O=C(OCC(=O)N(C)CC(=O)OCC)c1ccccc1(OC(=O)C),1.67
116482-78-1,O=C(OCC(=O)N(C)CC(=O)N)c1ccccc1(OC(=O)C),-0.46
116482-80-5,O=C(OCC(=O)N1CCOCC1)c2ccccc2(OC(=O)C),0.3
116583-45-0,O=C1OC(C)(CC(=O)C1C(=NOCC)CCC)C2CC2,3.28
116714-46-6,O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(OC(F)(F)C(F)OC(F)(F)F)c(c2)Cl,5.27
116792-06-4,n1cc3c4cc(OC)ccc4([nH]c3(c2ccc(cc12)Cl)),4.49
116995-20-1,O(c1ccc(cc1Cl)Cl)c2c(ccc(c2Cl)Cl)Cl,6.06
117121-33-2,O=C(Nc3ccc(Oc1nnnn1C2CCCCC2)cc3)N(C)C,2.18
117121-34-3,O=C(Nc2ccc(Oc1nnnn1CCCCCCCC)cc2)N(C)C,3.96
117121-35-4,O=C(Nc2ccc(OC1NNNN1(CC=C))cc2)N(C)C,1
117121-36-5,O=C(Nc3ccc(Oc1nnnn1Cc2ccccc2)cc3)N(C)C,1.7
117121-37-6,O=C(OCC)Cn2nnnc2(Oc1ccc(cc1)NC(=O)N(C)C),0.7
117121-38-7,O=C(Nc2ccc(Oc1nnnn1CC#C)cc2)N(C)C,1
117121-39-8,O=C(Nc2ccc(Oc1nnnn1CC)c(c2)Cl)N(C)C,1.5
117121-41-2,O=C(Nc2ccc(Oc1nnn(n1)C)cc2)N(C)C,0.63
117121-42-3,O=C(Nc2ccc(Oc1nnn(n1)CC)cc2)N(C)C,1.1
117121-43-4,O=C(Nc2ccc(Oc1nnn(n1)C(C)C)cc2)N(C)C,1.45
117121-44-5,O=C(Nc2ccc(Oc1nnn(n1)C(C)(C)C)cc2)N(C)C,2.08
117121-45-6,O=C(Nc3ccc(Oc1nnn(n1)C2CCCCC2)cc3)N(C)C,2.67
117121-46-7,O=C(Nc2ccc(Oc1nnn(n1)CCCCCCCC)cc2)N(C)C,4.4
117121-47-8,O=C(Nc2ccc(Oc1nnn(n1)CC=C)cc2)N(C)C,1.65
117121-48-9,O=C(Nc3ccc(Oc1nnn(n1)Cc2ccccc2)cc3)N(C)C,2.25
117121-49-0,O=C(OCC)CN2NNC(Oc1ccc(cc1)NC(=O)N(C)C)N2,1.12
117121-50-3,N#CCCn1nnc(n1)Oc2ccc(cc2)NC(=O)N(C)C,0.28
117121-51-4,O=C(Nc2ccc(Oc1nnn(n1)CC)c(c2)Cl)N(C)C,1.7
117144-73-7,O=C(Nc2ccc(Oc1nnn(n1)CC#C)cc2)N(C)C,1.65
117337-19-6,O=C(OC)CSc3cc(N=C1N2N(C(=O)S1)CCCC2)c(F)cc3Cl,3.77
117491-56-2,O=C(OCN1C(=O)C=C(C1(=O))C)C,0.45
117491-57-3,O=C(OCN1C(=O)C(=C(C1(=O))C)C)C,0.65
117491-58-4,O=C(OCN2C(=O)c1ccccc1C2)C,0.99
117505-21-2,N#CN=[N+]([O-])c2cccc1ccccc12,3.17
117505-22-3,N#CN=[N+]([O-])c2ccnc1ccccc12,2.07
117505-23-4,N#CN=[N+]([O-])C2c1ccccc1N(=O)CC2,1.12
117505-24-5,N#CN=[N+]([O-])C1CCN(=O)CC1,-0.41
117505-25-6,N#CN=[N+]([O-])c1nccnc1,0.1
117509-89-4,O=C(OCN1C(=O)C2CC=CCC2(C1(=O)))C,0.97
117539-78-3,N#CN=[N+]([O-])c1ncccn1,-0.13
117574-40-0,O=C1C(=C(C(=O)C(=C1C)Cc2cnccc2)C)C,2.55
117718-60-2,O=C(OC)c2c(nc(c(C1=NCCS1)c2CC(C)C)C(F)(F)F)C(F)F,3.89
117856-61-8,n1cc(ncc1OC)OC,1.14
117994-51-1,O=[N+]([O-])c1ccc2[nH]c(nc2(c1))Cc3ccc(OC)cc3,3.48
118024-67-2,O=C2c1[nH]cnc1N(C(=O)N2C)CCC,1.02
118178-79-3,O=C1C=CN(C(=C1(O))C)CCOC,-0.41
118178-81-7,O=C1C=CN(C(=C1(O))C)CCCOCC,0.12
118198-71-3,Oc1ccc(cc1(O))C(O)CCCCC,2.32
118198-78-0,O=C(C=Cc1ccc(O)c(O)c1)CCCCCO,1.67
118247-01-1,O=C(OCC(=O)NCC)c1ccccc1(OC(=O)C),0.9
118247-02-2,O=C(OCC(=O)NCC(=O)N)c1ccccc1(OC(=O)C),-0.43
118247-03-3,O=C(OCC(=O)NCC(=O)OCC)c1ccccc1(OC(=O)C),0.99
118247-04-4,O=C(OCC(=O)N(C)C)c1ccccc1(OC(=O)C),0.38
118247-07-7,O=C(OCOC(=O)CCC)c1ccccc1(OC(=O)C),2.5
118247-08-8,O=C(OCCN(C(=O)C)C)c1ccccc1(OC(=O)C),1.46
118259-45-3,O=C(Nc2ccc(Oc1nnnn1C(C)(C)C)c(c2)Cl)N(C)C,2.25
118259-53-3,O=C(Nc2ccc(Oc1nnnn1C(C)(C)C)cc2)N(C)C,1.65
118409-80-6,O=C(O)Cc2ccccc2(Nc1c(cc(OC)cc1Cl)Cl),4.44
118506-53-9,[O-][n+]1onc(c1(N))C,-0.32
118709-72-1,O=C1NC(=O)C(C(=O)N1)(C(C)(C)C)Cl,0.82
118712-89-3,O=C(OCc1c(F)c(F)cc(F)c1(F))C2C(C=C(Cl)Cl)C2(C)(C),5.46
118976-97-9,O=C(c1ccc(OC)cc1)c2cc(sc2)S(=O)(=O)N,1.76
118993-57-0,O=C(c1ccc(O)cc1)c2cc(sc2)S(=O)(=O)N,1.41
118993-61-6,O=C(c1coc(c1)S(=O)(=O)N)c2ccc(OC)cc2,1.52
119005-12-8,O=C(OCc1ccccc1)c3cccc(OC2NC(=O)C2)c3,2.83
119005-13-9,O=C3NC(Oc1cccc2ccccc12)C3,2.66
119005-15-1,O=C3NC(Oc1ccc(cc1)c2ccccc2)C3,2.61
119005-16-2,O=C4NC(Oc2c3ccccc3(cc1ccccc12))C4,3.08
119005-17-3,O=C3NC(Oc1ccc(cc1)C(=O)c2ccccc2)C3,2.14
119005-18-4,O=C(C=Cc1ccccc1)c3ccc(OC2NC(=O)C2)cc3,2.56
119005-20-8,O=C3NC(Oc1ccc(cc1)C(=O)CCc2ccccc2)C3,2.48
119005-21-9,O=C3NC(Oc1ccccc1C(=O)c2ccccc2)C3,1.83
119005-22-0,O=C1NC(C1)Sc2ccc3ccccc3(c2),2.64
119005-23-1,O=C1NC(C1)Sc2ncccc2,0.61
119005-26-4,O=C(OCC)CN3C(=O)CC3(Oc1ccc2ccccc2(c1)),2.8
119005-27-5,O=C(OC(C)(C)C)CN3C(=O)CC3(Oc1ccc2ccccc2(c1)),3.6
119005-28-6,O=C(c1ccccc1)c3ccc(OC2N(C(=O)C2)CC(=O)OCC)cc3,3
119005-29-7,O=C(C=Cc1ccccc1)c3ccc(OC2N(C(=O)C2)CC(=O)OCC)cc3,3.3
119005-30-0,O=C(OCC)CN1C(=O)CC1Sc2ccc3ccccc3(c2),3.4
119018-06-3,O=C(c1ccc(cc1)C)c2cc(sc2)S(=O)(=O)N,2.16
119168-77-3,O=C(NCc1ccc(cc1)C(C)(C)C)c2c(c(nn2C)CC)Cl,4.61
119410-37-6,O=C(C=CC=1C(=O)NC(=O)NC=1C)NC(CO)CS(=O)CSCCCCC,0.6
119410-38-7,O=C(C=CC=1C(=O)NC(=O)NC=1C)NC(C)CS(=O)CSCC,-0.3
119416-26-1,O=C(Nc1c(cc(cc1C)Br)C)C,2.12
119446-68-3,n1cnn(c1)CC2(OCC(O2)C)c4ccc(Oc3ccc(cc3)Cl)cc4Cl,4.3
119555-47-4,O=C1N=C(N)C=CN1C2OC(CO)CC2(F),-1.18
119644-21-2,[N-]=[N+]=NC3C(N=[N+]=[N-])C(OC3(n2cnc1c(ncnc12)N))CO,0.8
119644-22-3,O=C1NC(=O)N(C=C1Cl)C2OC(CO)C(F)C2,-0.17
119644-23-4,O=C1NC(=O)N(C=C1I)C2OC(CO)C(F)C2,0.21
119691-79-1,n1c3cc(ccc3([nH]c1Cc2ccc(N)cc2))Cl,3.2
119731-18-9,O=S(=O)(N)c1cc(cs1)S(=O)(=O)c2ccc(OC)cc2,1.36
119738-06-6,O=C(OCC1OCCC1)C(Oc4ccc(Oc2nc3ccc(cc3(nc2))Cl)cc4)C,4.32
120068-37-3,N#Cc1nn(c(N)c1S(=O)C(F)(F)F)c2c(cc(cc2Cl)C(F)(F)F)Cl,4
120137-90-8,N#Cc1cc(cnc1(NCC))c2ccncc2,2.33
120137-94-2,N#Cc1cc(cnc1(NCC=C))c2ccncc2,2.07
120137-95-3,N#Cc1cc(cnc1N2CCCC2)c3ccncc3,2.95
120137-97-5,N#Cc1cc(cnc1(NCCCOC))c2ccncc2,2.03
120182-07-2,n1ccccc1N2CCN(CC2)CC3OC(=NC3)N,0.48
120182-09-4,N1=C(OC(C1)CN3CCN(c2cccc(c2)Cl)CC3)N,1.83
120182-12-9,FC(F)(F)c1cccc(c1)N2CCN(CC2)CC3OC(=NC3)N,2.21
120182-15-2,Fc1ccc(cc1)N2CCN(CC2)CC3OC(=NC3)N,1
120182-18-5,N1=C(OC(C1)CN3CCN(c2cccc(c2C)C)CC3)N,2.19
120182-20-9,n1cccnc1N2CCN(CC2)CC3OC(=NC3)N,0.21
120236-83-1,O=S(c3ccc(c1nc2nnccc2([nH]1))c(OC)c3)C,0.23
120236-84-2,O=S(c3ccc(c1nc2cnncc2([nH]1))c(OC)c3)C,0.39
120236-85-3,O=S(c3ccc(c1nc2nccnc2([nH]1))c(OC)c3)C,0.66
120236-88-6,n1ccc2[nH]c(cc2(c1))c3ccc(OC)cc3(OC),3.5
120277-90-9,OC(Cn1cncc1)CN2C3CCCCC23,1.07
120277-93-2,OC(Cn1cncc1)CN2C3CCCC23,0.37
120277-94-3,OC(Cn1cncc1)CN2C3CCCC(C)C23,1.55
120277-95-4,OC(Cn1cncc1)CN2C3CCCCCC23,1.44
120277-97-6,OC(Cn1cncc1)CN2C3COCCC23,0.07
120282-84-0,O=C(NC23(CC1CC(CC(C1)C2)C3))C(O)c4ccccc4,3.09
120282-85-1,O=C(OC(C(=O)NC23(CC1CC(CC(C1)C2)C3))c4ccccc4)CC,3.72
120282-87-3,O=C(OC(C(=O)ON=C(C)C23(CC1CC(CC(C1)C2)C3))c4ccccc4)C,5.89
120309-36-6,O=C(Nc1cc(ccc1(OCCCC))[N+](=O)[O-])C,2.26
120309-46-8,O=C(NCCC)c1ccc[nH]1,1.25
120356-09-4,O=C(OCCOCn2cnc1cnc(nc12)NC(=O)C)C,-1.05
120399-49-7,O=C(NCC(=O)NC(C(=O)NCC)C(C)C)c1ccccc1,1.05
120399-50-0,O=C(NCC(=O)NCC)c1ccccc1,0.58
120503-34-6,OCC3OC(n2cnc1c2(ncnc1Cl))CC3,0.24
120503-37-9,OCC3OC(n2cnc1c2(ncnc1I))CC3,0.53
120908-61-4,OC(COc1ccccc1)CNCC(O)COc2cccc3ccccc23,3.87
120908-62-5,O=[N+]([O-])c2ccc(OCC(O)CNCC(O)COc1ccccc1)cc2,2.62
120908-63-6,O=C(Nc2ccc(OCC(O)CNCC(O)COc1ccccc1)cc2)C,1.39
120923-37-7,O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)N(C)S(=O)(=O)C,1.63
120928-09-8,n1cnc3ccccc3(c1OCCc2ccc(cc2)C(C)(C)C),5.51
121009-77-6,O=C(O)CC(O)CC(O)CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)(C)CC)C12)C,4.47
121107-43-5,c1cc(cc(c1Cc2ccc(c(c2Cl)C)Cl)Cl)Cl,7.2
121107-44-6,c1cc(cc(c1Cc2cc(c(cc2Cl)Cl)C)Cl)Cl,7.43
121107-46-8,c1cc(c(cc1Cl)Cc2cc(c(cc2Cl)Cl)C)Cl,7.53
121107-47-9,c1cc(c(c(c1)Cl)Cc2ccc(c(c2Cl)C)Cl)Cl,7.2
121107-48-0,c1cc(c(c(c1)Cl)Cc2cc(c(cc2Cl)Cl)C)Cl,6.73
121107-55-9,c1cc(c(cc1Cl)Cc2cc(c(cc2Cl)C)Cl)Cl,7.48
121107-65-1,c1cc(c(cc1Cc2cc(c(cc2Cl)Cl)C)Cl)Cl,7.26
121107-77-5,c1cc(cc(c1Cc2cc(c(cc2C)Cl)Cl)Cl)Cl,7.41
121107-83-3,c1cc(c(c(c1)Cl)Cc2cc(c(cc2C)Cl)Cl)Cl,7.15
121284-18-2,O(c1ccc(OCCOCCOC)cc1)CCOCCOC,0.76
121284-19-3,O(c1cccc(OCCOCCOC)c1)CCOCCOC,0.86
121284-20-6,O1c3ccccc3(OCCOCCOCCOCCOCCOCCOCCOc2ccccc2(OCCOCCOCCOCCOCCOCCOCC1)),0.52
121325-44-8,O=C(OC)c2cc(Oc1cc(ccc1Cl)C(F)(F)F)ccc2[N+](=O)[O-],4.21
121353-89-7,O=C1NC(=O)N(C=C1C)C2OC(CO)CC2(F),-0.44
121508-87-0,O=C(NCCNCC(O)OCc1ccccc1)Cc2ccccc2,1.05
121508-88-1,O=C(NCCNCC(O)COCc1ccccc1)C(C)C,0.63
121508-89-2,OC(COCCc1ccccc1)CNC(C)(C)C,2.52
121508-90-5,O=C(NCCNCC(O)COCCc1ccccc1)Cc2ccccc2,1.24
121508-91-6,O=C(NCCNCC(O)COCCc1ccccc1)C(C)C,0.95
121508-92-7,O=C(NCCNCC(O)COCCCc1ccccc1)Cc2ccccc2,1.62
121508-93-8,O=C(NCCNCC(O)COCCCc1ccccc1)C(C)C,1.25
121508-94-9,OC(COCCOc1ccccc1)CNC(C)(C)C,2.35
121508-95-0,O=C(NCCNCC(O)COCCOc1ccccc1)Cc2ccccc2,0.75
121508-96-1,O=C(NCCNCC(O)COCCOc1ccccc1)C(C)C,0.48
121508-97-2,O=C(NCCNCC(O)COCC=Cc1ccccc1)Cc2ccccc2,1.76
121508-98-3,O=C(NCCNCC(O)COCC=Cc1ccccc1)C(C)C,0.51
121509-02-2,O=C(NCCNCC(O)COC2c1ccccc1CCC2)Cc3ccccc3,1.68
121509-03-3,O=C(NCCNCC(O)COC2c1ccccc1CCC2)C(C)C,1.99
121552-61-2,n1c(nc(cc1C)C2CC2)Nc3ccccc3,4
121588-32-7,N#Cc2cc3ccccc3(nc2(Nc1c(cc(cc1C(F)(F)F)[N+](=O)[O-])[N+](=O)[O-])),3.88
121776-33-8,O=C(N1CC(OC1(C)C)c2occc2)C(Cl)Cl,2.12
121788-14-5,O=C(OC)c1ccc(F)c(c1)NC(=O)N(C(=O)NC)C,2.28
121788-15-6,O=C(Nc1cc(ccc1(F))[N+](=O)[O-])N(C(=O)NC)C,2.3
121788-16-7,O=C(Nc1cc(ccc1(F))S(=O)(=O)C(C)C)N(C(=O)NC)C,1.87
121822-75-1,O=C(N)NS(=O)(=O)Cc1ccccc1,0.24
121822-76-2,O=C(NC)NS(=O)(=O)Cc1ccccc1,0.54
121822-77-3,O=C(NS(=O)(=O)Cc1ccccc1)N(C)C,0.54
121822-78-4,O=C(NC)N(C)S(=O)(=O)Cc1ccccc1,1.18
121822-79-5,O=C(NC)NS(=O)(=O)c1cnccc1,-0.45
121822-80-8,O=C(NC)N(C)S(=O)(=O)c1cnccc1,0.42
121892-98-6,O=C1N=C(N=CN(C)C)C=CN1C2OC(CO)CC2,-0.95
122009-33-0,O=C2NN(C=NNc1ccccc1)C(C)(C)C2,0.26
122224-71-9,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(CC(=O)N2CCOCC2)Cc3ccccc3)Cc4nc[nH]c4)CC5CCCCC5,2.2
